-3.216	0.060	0.816
-3.214	0.060	0.818
-3.212	0.060	0.820
-3.210	0.020	0.822
-3.209	0.060	0.823
-3.207	0.060	0.825
-3.205	0.060	0.827
-3.203	0.060	0.829
-3.201	0.060	0.831
-3.199	0.020	0.833
-3.197	0.060	0.835
-3.195	0.060	0.837
-3.193	0.060	0.839
-3.191	0.060	0.841
-3.189	0.060	0.843
-3.187	0.060	0.845
-3.185	0.060	0.847
-3.184	0.060	0.848
-3.182	0.060	0.850
-3.180	0.020	0.852
-3.178	0.060	0.854
-3.176	0.060	0.856
-3.174	0.060	0.858
-3.172	0.060	0.860
-3.170	0.060	0.862
-3.168	0.060	0.864
-3.166	0.060	0.866
-3.164	0.020	0.868
-3.162	0.060	0.870
-3.161	0.020	0.871
-3.159	0.060	0.873
-3.157	0.060	0.875
-3.155	0.020	0.877
-3.153	0.060	0.879
-3.151	0.060	0.881
-3.149	0.020	0.883
-3.147	0.060	0.885
-3.145	0.020	0.887
-3.143	0.060	0.889
-3.141	0.060	0.891
-3.139	0.060	0.893
-3.137	0.060	0.895
-3.136	0.060	0.896
-3.134	0.060	0.898
-3.132	0.060	0.900
-3.130	0.020	0.902
-3.128	0.060	0.904
-3.126	0.020	0.906
-3.124	0.020	0.908
-3.122	0.060	0.910
-3.120	0.020	0.912
-3.118	0.060	0.914
-3.116	0.020	0.916
-3.114	0.060	0.918
-3.113	0.060	0.919
-3.111	0.060	0.921
-3.109	0.060	0.923
-3.107	0.060	0.925
-3.105	0.060	0.927
-3.103	0.060	0.929
-3.101	0.060	0.931
-3.099	0.060	0.933
-3.097	0.020	0.935
-3.095	0.020	0.937
-3.093	0.060	0.939
-3.091	0.060	0.941
-3.089	0.060	0.943
-3.088	0.020	0.944
-3.086	0.060	0.946
-3.084	0.060	0.948
-3.082	0.060	0.950
-3.080	0.020	0.952
-3.078	0.060	0.954
-3.076	0.060	0.956
-3.074	0.020	0.958
-3.072	0.060	0.960
-3.070	0.060	0.962
-3.068	0.060	0.964
-3.066	0.060	0.966
-3.065	0.060	0.967
-3.063	0.060	0.969
-3.061	0.060	0.971
-3.059	0.060	0.973
-3.057	0.020	0.975
-3.055	0.060	0.977
-3.053	0.060	0.979
-3.051	0.060	0.981
-3.049	0.060	0.983
-3.047	0.060	0.985
-3.045	0.060	0.987
-3.043	0.060	0.989
-3.041	0.020	0.991
-3.040	0.060	0.992
-3.038	0.060	0.994
-3.036	0.060	0.996
-3.034	0.060	0.998
-3.032	0.060	1.000
-3.030	0.020	1.002
-3.028	0.020	1.004
-3.026	0.060	1.006
-3.024	0.060	1.008
-3.022	0.060	1.010
-3.020	0.060	1.012
-3.018	0.060	1.014
-3.017	0.060	1.015
-3.015	0.060	1.017
-3.013	0.020	1.019
-3.011	0.060	1.021
-3.009	0.060	1.023
-3.007	0.060	1.025
-3.005	0.060	1.027
-3.003	0.060	1.029
-3.001	0.060	1.031
-2.999	0.060	1.033
-2.997	0.060	1.035
-2.995	0.060	1.037
-2.993	0.060	1.039
-2.992	0.060	1.040
-2.990	0.060	1.042
-2.988	0.060	1.044
-2.986	0.060	1.046
-2.984	0.060	1.048
-2.982	0.060	1.050
-2.980	0.060	1.052
-2.978	0.060	1.054
-2.976	0.060	1.056
-2.974	0.060	1.058
-2.972	0.060	1.060
-2.970	0.060	1.062
-2.969	0.060	1.063
-2.967	0.060	1.065
-2.965	0.060	1.067
-2.963	0.060	1.069
-2.961	0.060	1.071
-2.959	0.020	1.073
-2.957	0.060	1.075
-2.955	0.060	1.077
-2.953	0.060	1.079
-2.951	0.060	1.081
-2.949	0.020	1.083
-2.947	0.060	1.085
-2.945	0.060	1.087
-2.944	0.060	1.088
-2.942	0.060	1.090
-2.940	0.020	1.092
-2.938	0.020	1.094
-2.936	0.060	1.096
-2.934	0.060	1.098
-2.932	0.060	1.100
-2.930	0.060	1.102
-2.928	0.020	1.104
-2.926	0.020	1.106
-2.924	0.060	1.108
-2.922	0.060	1.110
-2.921	0.060	1.111
-2.919	0.060	1.113
-2.917	0.060	1.115
-2.915	0.020	1.117
-2.913	0.060	1.119
-2.911	0.020	1.121
-2.909	0.060	1.123
-2.907	0.060	1.125
-2.905	0.020	1.127
-2.903	0.020	1.129
-2.901	0.060	1.131
-2.899	0.060	1.133
-2.897	0.020	1.135
-2.896	0.060	1.136
-2.894	0.060	1.138
-2.892	0.020	1.140
-2.890	0.020	1.142
-2.888	0.020	1.144
-2.886	0.060	1.146
-2.884	0.060	1.148
-2.882	0.060	1.150
-2.880	0.060	1.152
-2.878	0.060	1.154
-2.876	0.020	1.156
-2.874	0.060	1.158
-2.873	0.060	1.159
-2.871	0.060	1.161
-2.869	0.060	1.163
-2.867	0.020	1.165
-2.865	0.060	1.167
-2.863	0.020	1.169
-2.861	0.060	1.171
-2.859	0.060	1.173
-2.857	0.060	1.175
-2.855	0.060	1.177
-2.853	0.020	1.179
-2.851	0.020	1.181
-2.849	0.060	1.183
-2.848	0.020	1.184
-2.846	0.060	1.186
-2.844	0.060	1.188
-2.842	0.060	1.190
-2.840	0.060	1.192
-2.838	0.060	1.194
-2.836	0.060	1.196
-2.834	0.060	1.198
-2.832	0.060	1.200
-2.830	0.020	1.202
-2.828	0.060	1.204
-2.826	0.060	1.206
-2.825	0.060	1.207
-2.823	0.060	1.209
-2.821	0.060	1.211
-2.819	0.060	1.213
-2.817	0.020	1.215
-2.815	0.060	1.217
-2.813	0.060	1.219
-2.811	0.060	1.221
-2.809	0.060	1.223
-2.807	0.060	1.225
-2.805	0.020	1.227
-2.803	0.020	1.229
-2.801	0.060	1.231
-2.800	0.060	1.232
-2.798	0.060	1.234
-2.796	0.020	1.236
-2.794	0.060	1.238
-2.792	0.060	1.240
-2.790	0.060	1.242
-2.788	0.020	1.244
-2.786	0.060	1.246
-2.784	0.020	1.248
-2.782	0.060	1.250
-2.780	0.060	1.252
-2.778	0.020	1.254
-2.776	0.060	1.256
-2.775	0.060	1.257
-2.773	0.060	1.259
-2.771	0.020	1.261
-2.769	0.060	1.263
-2.767	0.060	1.265
